0.1465353912;0.6024732513;0.0742818441;0.5561412275
0.0204073857;0.0310314628;0.3315125534;0.8149865286
0.3857376848;0.4882480639;0.0291575107;0.4070080533
0.9362380463;0.0568785223;0.3248436456;0.8862497464
0.5173633136;0.9739647573;0.3111607477;0.2770083903
0.1485445558;0.8604855633;0.7385196886;0.2413851402
0.6858381836;0.0362993998;0.0455188595;0.1852789586
0.1477464319;0.4349973695;0.9498219194;0.0648651342
0.0299892367;0.8005312821;0.4691843335;0.407721553
0.3954753343;0.6008057187;0.1467425984;0.3126556983
0.3282844129;0.8608221647;0.4820244554;0.9515790103
0.874493937;0.1177425487;0.5121957716;0.2381694147
0.3651196405;0.8120861643;0.820896392;0.250006607
0.6426777449;0.5471001528;0.0341808901;0.2309917877
0.1397004658;0.2421174129;0.5591987697;0.5059920722
0.9000170992;0.4356969695;0.2065108411;0.3448125441
0.7860914897;0.9079942021;0.6525923859;0.6388512582
0.4557962329;0.6101658926;0.854858337;0.8903666383
0.4168423002;0.5975345918;0.4553716267;0.9976528462
0.4788403728;0.1205392338;0.5757537151;0.1789210236
0.0285300303;0.2795634121;0.3791341588;0.3142059343
0.3840862929;0.0547990149;0.1289353485;0.7592277848
0.1268405688;0.1637986882;0.9015035336;0.6710408216
0.1132183226;0.8576772942;0.5862459582;0.1135835703
0.4532965608;0.238897515;0.3267726295;0.6364264647
0.4916238023;0.6710052832;0.8430852143;0.4571620445
0.6112380289;0.9641581783;0.1552203635;0.7314387592
0.7543423048;0.0633664667;0.3151040103;0.256666749
0.3614506542;0.1823437857;0.6073377463;0.3760157418
0.0579620753;0.6337558455;0.4276867956;0.3776609916
0.5104404464;0.8614547867;0.0247477104;0.9945724013
0.9621927561;0.4541755666;0.7708036415;0.1934359297
0.0308922173;0.8044663393;0.593512577;0.8572941273
0.4602343279;0.7605502396;0.7484719544;0.2458841994
0.8602276668;0.4512213122;0.3257559862;0.8942244849
0.9240448037;0.6720434662;0.6418929745;0.9516411321
0.1738928149;0.2517500725;0.6473128696;0.4713965165
0.2182515627;0.0040503603;0.7315490828;0.217066881
0.7500650487;0.017025609;0.5085807324;0.6679944838
0.712694956;0.3019896734;0.5416940011;0.2557880981
0.2113626087;0.6468128115;0.6469537325;0.9785224581
0.6049248171;0.9435019253;0.0043284909;0.3695048415
0.6583820924;0.9409219462;0.1132568822;0.2340223775
0.1940967352;0.4721018826;0.2429788983;0.9808771056
0.3204084588;0.6584016162;0.1212315285;0.8559393026
0.487328236;0.2192873182;0.0584411903;0.9613488794
0.3411954234;0.2208569923;0.5828482485;0.290731458
0.6388757734;0.164352979;0.6715406461;0.652200626
0.4934963875;0.3034144992;0.7422236081;0.2885545827
0.7163176218;0.9530317434;0.2192906241;0.1349203922
0.7428834168;0.4124907413;0.2095975478;0.1406831043
0.6512277033;0.5379739662;0.1292449129;0.0387369823
0.4220402488;0.8501903415;0.3262449747;0.2470764192
0.6172122874;0.6928891998;0.3691076413;0.6241230073
0.1932090712;0.888984947;0.1010511275;0.0095426331
0.0384018868;0.0799063984;0.0674597528;0.1932639459
0.9695955545;0.4222186636;0.6773939473;0.7799313515
0.2866293306;0.8326846161;0.1223407467;0.8748897803
0.9888946293;0.655818911;0.5072519998;0.990534723
0.0997092328;0.1781211437;0.3550046897;0.3830943531
0.3694412175;0.1677615743;0.443021616;0.1262583653
0.2620529197;0.3791250908;0.5411104895;0.9092703338
0.9126577477;0.8483717262;0.5836555341;0.411068219
0.7507921793;0.8625184901;0.3570275689;0.8678909971
0.105394972;0.7073295566;0.1751375468;0.2066740806
0.415560883;0.7723525288;0.4045911368;0.4238402389
0.8017203882;0.8776725316;0.6633901412;0.7621117767
0.5895651912;0.9767227608;0.872700148;0.5943793862
0.2848261402;0.4176072539;0.8303786821;0.4424129608
0.8259509865;0.8573566999;0.5803280922;0.0106188299
0.7703182502;0.7220998369;0.0686779171;0.5428398454
0.5351422641;0.3987246649;0.1307250885;0.2703806984
0.1021724003;0.7876663229;0.5537683887;0.7636316852
0.0012685733;0.1176716585;0.6838256093;0.1671387355
0.5495333264;0.4538468246;0.9930966168;0.7552663607
0.7062713644;0.7004175701;0.6901535196;0.8538640304
0.5453253281;0.0939786844;0.8373875194;0.6210092215
0.4837533811;0.308005892;0.9931355596;0.9808823348
0.5607218689;0.5991317432;0.5304057149;0.0114096527
0.5529826449;0.3523376996;0.8583222677;0.8434917445
0.3818930865;0.1768163193;0.1627909038;0.7817870202
0.4315210055;0.5586829432;0.3286185041;0.714307043
0.5076734154;0.6959130848;0.928425652;0.1840641012
0.4452412368;0.475217534;0.1729710905;0.0215062939
0.6937405281;0.609380201;0.4653075451;0.892858116
0.6199188801;0.7714171861;0.6430056375;0.5621664787
0.3351017213;0.0037655863;0.6367509568;0.1454678501
0.1253335895;0.1399845127;0.4762520422;0.8408980852
0.7917031487;0.9826940363;0.2566815899;0.3974595782
0.7642254985;0.9104079597;0.2059150313;0.1520156655
0.3934404396;0.7388712233;0.0060855581;0.7296794187
0.977620777;0.6834062489;0.3306312854;0.8742540767
0.8971129789;0.3698229897;0.1661065731;0.6363889645
0.2608743694;0.8880189578;0.3324299655;0.6361586079
0.5853880025;0.626639185;0.2581370345;0.0738591531
0.6611906842;0.538322845;0.4318958942;0.4872857155
0.7971865134;0.9140204932;0.5316557446;0.2704012131
0.181287416;0.9081675082;0.3878425709;0.1839555639
0.6432885355;0.774163313;0.7580243361;0.3439627206
0.9927274676;0.29577537;0.589467929;0.2065444873

